Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,latitude,longitude
A1189,Software Engineer Course,198.0,3700.0,$220.67,14.0,5.0,,$1531,2024/11/10,London,mobile,analytics for data,51.521482,-0.137881
A1190,Machine Learning Course,196.0,3835.0,$218.07,10.0,9.0,0.041,$1871,04-11-2024,Berlin,tablet,online data analytic,52.542178,13.420839
A1191,Software Engineer Course,140.0,5638.0,$208.02,22.0,5.0,,$1652,2024-11-18,Paris,desktop,data anaytics training,48.855152,2.36827
A1192,Software Engineer Course,157.0,5825.0,$230.6,16.0,3.0,0.019,$1041,2024-11-16,London,desktop,data anaytics training,51.505012,-0.12276
A1193,Software Engineer Course,91.0,5428.0,$248.38,11.0,3.0,0.033,$1835,22-11-2024,London,tablet,learn data analytics,51.536651,-0.109486
A1194,Data Analytcis Course,140.0,3571.0,$238.12,21.0,9.0,0.064,$1762,2024/11/16,Berlin,desktop,learn data analytics,52.497323,13.381833
A1195,DevOps Course,154.0,3638.0,$182.17,11.0,8.0,0.056,$1413,2024-11-04,Berlin,mobile,online data analytic,52.500106,13.399838
A1196,Machine Learning Course,133.0,4505.0,$200.52,23.0,3.0,0.039,$1562,26-11-2024,London,tablet,analytics for data,51.477835,-0.154554
A1197,Data Analytcis Course,,5016.0,$238.59,26.0,9.0,,$1620,2024-11-20,Paris,mobile,data analitics online,48.869239,2.357292
A1198,Machine Learning Course,141.0,3071.0,$208.2,10.0,6.0,0.043,$1647,18-11-2024,Paris,tablet,data analitics online,48.871671,2.37226
A1199,Machine Learning Course,135.0,5682.0,,30.0,3.0,,$1445,2024/11/15,Paris,tablet,data anaytics training,48.844296,2.338217
A1200,Software Engineer Course,199.0,5067.0,$247.38,24.0,8.0,0.059,$1365,2024/11/19,Berlin,mobile,analytics for data,52.513711,13.400097
A1201,Data Analytcis Course,138.0,3971.0,$184.87,28.0,3.0,0.022,$1718,2024-11-07,Berlin,tablet,learn data analytics,52.508582,13.42595
A1202,Data Analytcis Course,175.0,4481.0,$236.38,21.0,10.0,0.057,$1257,20-11-2024,Berlin,desktop,data analytics course,52.522548,13.394231
A1203,Machine Learning Course,170.0,5476.0,$186.29,25.0,4.0,0.024,$1731,08-11-2024,Berlin,mobile,analytics for data,52.535216,13.426481
A1204,Data Analytcis Course,138.0,4426.0,$203.75,24.0,10.0,0.072,$1838,2024-11-05,Paris,mobile,data analytics course,48.835447,2.372312
A1205,DevOps Course,108.0,4080.0,$247.8,18.0,4.0,0.037,$1363,2024-11-30,London,tablet,online data analytic,51.518138,-0.111022
A1206,Machine Learning Course,150.0,4113.0,$219.67,12.0,7.0,0.047,$1196,2024-11-22,London,mobile,learn data analytics,51.510109,-0.132979
A1207,DevOps Course,90.0,5119.0,$226.58,14.0,10.0,0.111,$1348,2024/11/07,Paris,desktop,analytics for data,48.834079,2.369332
A1208,Software Engineer Course,98.0,3422.0,$223.55,17.0,7.0,,$1414,2024-11-19,Berlin,tablet,online data analytic,52.508035,13.413156
A1209,Data Analytcis Course,130.0,3327.0,$224.83,13.0,3.0,0.023,$1668,16-11-2024,Paris,mobile,online data analytic,48.869648,2.353304
A1210,Data Analytcis Course,199.0,,$199.98,15.0,8.0,0.04,$1467,2024-11-08,Berlin,tablet,data anaytics training,52.508589,13.382781
A1211,DevOps Course,101.0,3241.0,$183.34,24.0,,,$1483,10-11-2024,Berlin,tablet,data anaytics training,52.526366,13.421617
A1212,Machine Learning Course,118.0,3970.0,,27.0,9.0,0.076,$1036,2024-11-19,Berlin,desktop,data analytics course,52.540292,13.424404
A1213,Software Engineer Course,199.0,5734.0,$247.99,18.0,,,$1455,2024/11/11,London,desktop,data analitics online,51.506222,-0.098442
A1214,DevOps Course,183.0,4001.0,$237.85,23.0,4.0,0.022,$1430,2024/11/21,London,mobile,online data analytic,51.513658,-0.117023
A1215,Machine Learning Course,126.0,4206.0,$233.76,29.0,10.0,0.041,$1998,2024-11-06,London,tablet,online data analytic,51.510109,-0.138509
A1216,Machine Learning Course,199.0,4745.0,,13.0,9.0,,$1800,2024-11-28,London,tablet,analytics for data,51.50921,-0.133726
A1217,DevOps Course,92.0,4042.0,$200.75,15.0,7.0,0.076,$1234,2024-11-24,Berlin,tablet,learn data analytics,52.520182,13.403305
A1218,Machine Learning Course,,4883.0,$249.61,10.0,3.0,,$1464,2024-11-12,Paris,tablet,online data analytic,48.835592,2.331428
A1219,DevOps Course,92.0,3748.0,$208.15,14.0,8.0,0.087,$1297,2024/11/02,Berlin,desktop,analytics for data,52.49813,13.404322
A1220,Machine Learning Course,135.0,3480.0,$224.94,11.0,4.0,0.03,$1398,2024-11-23,Paris,tablet,data analitics online,48.87404,2.351938
A1221,DevOps Course,177.0,3007.0,$223.22,30.0,8.0,0.045,$1766,2024/11/02,Berlin,mobile,data analitics online,52.502942,13.407321
A1222,Software Engineer Course,117.0,3380.0,$186.73,21.0,10.0,0.055,$1958,2024-11-19,Berlin,desktop,data anaytics training,52.500703,13.430067
A1223,DevOps Course,127.0,4823.0,$194.69,11.0,10.0,0.057,$1496,15-11-2024,London,desktop,data analytics course,51.483931,-0.141418
A1224,Data Analytcis Course,132.0,4490.0,$202.45,10.0,7.0,0.053,$1441,2024-11-10,London,mobile,data analitics online,51.493969,-0.140943
A1225,DevOps Course,102.0,5149.0,$229.48,27.0,9.0,0.088,$1137,26-11-2024,Berlin,desktop,learn data analytics,52.502881,13.417244
A1226,Machine Learning Course,91.0,4290.0,$213.74,,10.0,,$1797,2024/11/16,Berlin,mobile,online data analytic,52.547632,13.399946
A1227,Machine Learning Course,163.0,5643.0,$217.4,30.0,6.0,,$1678,2024-11-01,Paris,desktop,data analitics online,48.877614,2.370012
A1228,Software Engineer Course,92.0,3916.0,$188.1,,6.0,0.065,$1005,2024/11/14,Berlin,desktop,online data analytic,52.53954,13.39655
A1229,Machine Learning Course,165.0,4551.0,$185.35,30.0,,,$1662,2024/11/06,Berlin,desktop,data analitics online,52.530747,13.427389
A1230,Software Engineer Course,127.0,3344.0,$201.7,10.0,8.0,,$1190,2024/11/11,Berlin,desktop,analytics for data,52.4969,13.384631
A1231,Software Engineer Course,178.0,4441.0,$231.97,22.0,4.0,0.022,$1886,2024/11/24,Paris,mobile,analytics for data,48.882714,2.368065
A1232,Machine Learning Course,101.0,,$234.17,29.0,5.0,0.05,$1568,2024-11-27,Berlin,mobile,data anaytics training,52.492608,13.409258
A1233,Machine Learning Course,161.0,5977.0,$193.27,24.0,,,$1366,13-11-2024,London,desktop,online data analytic,51.521654,-0.103366
A1234,Machine Learning Course,95.0,4562.0,$187.62,24.0,9.0,0.095,$1239,2024-11-26,Berlin,desktop,data anaytics training,52.525468,13.394398
A1235,Data Analytcis Course,85.0,5099.0,$232.56,28.0,9.0,,$1526,02-11-2024,Paris,mobile,data anaytics training,48.875088,2.366376
A1236,Software Engineer Course,192.0,5852.0,$181.05,16.0,8.0,0.042,$1600,2024-11-21,Berlin,desktop,analytics for data,52.518633,13.382503
A1237,Machine Learning Course,80.0,3823.0,$181.57,13.0,4.0,,$1564,2024/11/13,Berlin,desktop,online data analytic,52.540221,13.389923
A1238,DevOps Course,191.0,4612.0,$238.23,20.0,10.0,0.052,$1531,01-11-2024,Berlin,mobile,learn data analytics,52.507529,13.380947
A1239,DevOps Course,147.0,5881.0,$196.34,23.0,7.0,0.048,$1614,2024/11/18,Paris,desktop,data anaytics training,48.86198,2.377102
A1240,Software Engineer Course,100.0,5204.0,$197.53,26.0,4.0,0.04,$1675,24-11-2024,Berlin,tablet,data analytics course,52.496648,13.420569
A1241,Data Analytcis Course,82.0,5130.0,$233.75,,9.0,0.11,,15-11-2024,Berlin,mobile,data analitics online,52.498527,13.414476
A1242,DevOps Course,123.0,5231.0,$202.93,30.0,10.0,0.081,$1551,2024-11-23,Paris,desktop,online data analytic,48.874,2.36337
A1243,Machine Learning Course,165.0,5980.0,$248.41,17.0,3.0,0.018,$1803,06-11-2024,London,tablet,online data analytic,51.517087,-0.135814
A1244,DevOps Course,167.0,3202.0,$214.87,26.0,6.0,0.036,$1571,12-11-2024,Paris,desktop,data analitics online,48.877644,2.381135
A1245,Machine Learning Course,111.0,5847.0,$196.71,21.0,9.0,0.081,$1445,2024-11-30,Paris,mobile,online data analytic,48.85907,2.354268
A1246,Data Analytcis Course,94.0,4359.0,,28.0,5.0,0.045,$1920,2024/11/07,Paris,tablet,learn data analytics,48.867242,2.368065
A1247,Software Engineer Course,179.0,3185.0,$236.74,29.0,5.0,,$1156,2024/11/11,Paris,desktop,data analytics course,48.844476,2.352209
A1248,DevOps Course,166.0,5592.0,$183.03,22.0,4.0,0.024,$1636,2024-11-22,Berlin,tablet,online data analytic,52.510277,13.43487
A1249,Data Analytcis Course,90.0,5062.0,$191.4,23.0,6.0,,$1775,2024/11/19,Paris,tablet,data analytics course,48.827148,2.380085
A1250,Data Analytcis Course,106.0,5830.0,$241.9,29.0,10.0,0.035,$1897,2024/11/02,London,desktop,data anaytics training,51.480122,-0.156348
A1251,Software Engineer Course,,4629.0,$236.96,10.0,6.0,,$1183,06-11-2024,Berlin,desktop,data anaytics training,52.516947,13.391719
A1252,Machine Learning Course,158.0,4780.0,$247.2,23.0,9.0,,$1005,2024-11-24,London,desktop,learn data analytics,51.486212,-0.109895
A1253,Software Engineer Course,187.0,3800.0,$241.0,16.0,8.0,0.043,$1842,2024/11/09,Paris,mobile,analytics for data,48.836384,2.36463
A1254,Machine Learning Course,95.0,4096.0,$242.69,26.0,9.0,0.095,$1550,22-11-2024,London,tablet,online data analytic,51.530632,-0.112108
A1255,Data Analytcis Course,118.0,3562.0,$231.5,12.0,3.0,0.025,$1856,2024/11/19,London,desktop,data analytics course,51.506265,-0.152157
A1256,DevOps Course,166.0,3910.0,$191.32,27.0,7.0,0.042,,2024/11/15,London,mobile,analytics for data,51.518762,-0.135278
A1257,DevOps Course,146.0,5411.0,$201.76,28.0,7.0,0.048,$1393,14-11-2024,London,desktop,data analitics online,51.520081,-0.140331
A1258,DevOps Course,101.0,4026.0,$219.68,22.0,9.0,0.089,$1149,15-11-2024,Berlin,desktop,analytics for data,52.506945,13.391057
A1259,Machine Learning Course,185.0,3716.0,$218.23,27.0,7.0,0.056,$1015,2024/11/03,London,desktop,online data analytic,51.499591,-0.097816
A1260,Data Analytcis Course,147.0,5162.0,$186.79,30.0,7.0,0.048,$1733,2024/11/25,Paris,desktop,analytics for data,48.828801,2.348167
A1261,Data Analytcis Course,188.0,3859.0,$211.83,30.0,9.0,0.048,$1719,2024-11-28,London,mobile,online data analytic,51.48121,-0.150379
A1262,Machine Learning Course,122.0,3350.0,$225.89,28.0,3.0,,$1509,2024/11/24,Paris,desktop,data analitics online,48.841854,2.326481
A1263,Software Engineer Course,143.0,5340.0,,20.0,9.0,0.063,$1223,2024-11-05,London,tablet,online data analytic,51.491709,-0.1422
A1264,Software Engineer Course,170.0,3124.0,$234.92,17.0,3.0,0.018,$1232,2024/11/11,Berlin,desktop,data anaytics training,52.527386,13.429267
A1265,Software Engineer Course,114.0,5017.0,$242.62,11.0,6.0,0.053,$1303,2024/11/17,Berlin,mobile,data analitics online,52.49672,13.405928
A1266,Software Engineer Course,186.0,3424.0,$201.81,27.0,3.0,0.016,$1337,2024-11-26,Berlin,desktop,data anaytics training,52.515169,13.431559
A1267,Data Analytcis Course,120.0,4060.0,$210.95,24.0,9.0,0.075,$1376,2024-11-05,Paris,tablet,data analitics online,48.863416,2.34944
A1268,Data Analytcis Course,130.0,5688.0,$212.05,21.0,5.0,0.038,$1454,17-11-2024,Paris,desktop,learn data analytics,48.869098,2.342993
A1269,Software Engineer Course,178.0,5029.0,$189.79,25.0,8.0,0.045,$1510,09-11-2024,Paris,desktop,data anaytics training,48.865256,2.342913
A1270,DevOps Course,196.0,5476.0,$204.63,19.0,4.0,0.02,$1288,26-11-2024,Paris,desktop,data anaytics training,48.848167,2.375984
A1271,Data Analytcis Course,110.0,5000.0,$197.89,18.0,3.0,0.027,$1110,2024/11/12,London,desktop,online data analytic,51.536408,-0.14201
A1272,Data Analytcis Course,95.0,4141.0,$207.14,22.0,3.0,0.054,$1929,2024-11-11,London,tablet,learn data analytics,51.511606,-0.139142
A1273,Machine Learning Course,183.0,4791.0,$232.97,27.0,5.0,,$1476,2024-11-21,London,desktop,data analitics online,51.520366,-0.108343
A1274,DevOps Course,100.0,4168.0,$193.6,30.0,3.0,0.03,$1692,2024/11/25,Berlin,desktop,online data analytic,52.507746,13.431138
A1275,Data Analytcis Course,187.0,3741.0,$226.11,27.0,10.0,0.053,$1342,14-11-2024,Paris,tablet,learn data analytics,48.828775,2.33525
A1276,Data Analytcis Course,90.0,3577.0,$233.54,24.0,5.0,0.052,$1175,2024-11-14,London,tablet,analytics for data,51.51202,-0.100466
A1277,Software Engineer Course,148.0,4469.0,$209.76,25.0,8.0,0.054,,2024-11-25,Berlin,tablet,data analytics course,52.512298,13.410974
A1278,Data Analytcis Course,129.0,3611.0,$227.82,11.0,7.0,0.054,$1250,2024-11-22,Berlin,tablet,data anaytics training,52.519096,13.425992
A1279,Data Analytcis Course,120.0,3947.0,$193.49,15.0,6.0,0.05,$1305,2024/11/12,London,mobile,data anaytics training,51.532128,-0.119196
A1280,Data Analytcis Course,82.0,4239.0,$191.75,23.0,8.0,,$1062,2024-11-22,Paris,mobile,learn data analytics,48.864975,2.36584
A1281,Software Engineer Course,145.0,5973.0,$242.16,12.0,7.0,0.048,$1508,2024-11-14,Berlin,tablet,online data analytic,52.508714,13.410553
A1282,Software Engineer Course,190.0,4525.0,$188.85,10.0,5.0,0.026,$1875,2024/11/01,Berlin,tablet,data anaytics training,52.543631,13.412407
A1283,Machine Learning Course,137.0,4395.0,$241.58,24.0,4.0,0.043,$1512,2024-11-06,London,desktop,online data analytic,51.514936,-0.103825
A1284,Software Engineer Course,157.0,3047.0,$222.66,19.0,3.0,0.019,$1964,01-11-2024,Berlin,mobile,data analitics online,52.534834,13.423113
A1285,DevOps Course,105.0,5348.0,$226.1,27.0,5.0,0.048,$1003,12-11-2024,Paris,tablet,learn data analytics,48.850018,2.33782
A1286,Software Engineer Course,149.0,3101.0,$231.44,15.0,9.0,0.06,$1126,2024-11-06,London,tablet,data anaytics training,51.493365,-0.116841
A1287,Software Engineer Course,159.0,3693.0,$187.09,24.0,6.0,0.038,$1256,24-11-2024,Berlin,desktop,learn data analytics,52.493941,13.431242
A1288,Software Engineer Course,150.0,5590.0,,20.0,8.0,,$1286,02-11-2024,London,mobile,data analytics course,51.499069,-0.137387
A1289,Machine Learning Course,,5277.0,$227.46,10.0,5.0,,$1541,2024/11/15,London,tablet,data analitics online,51.525974,-0.13208
A1290,Machine Learning Course,98.0,4653.0,$205.84,29.0,5.0,0.051,$1866,02-11-2024,Berlin,mobile,data analitics online,52.539809,13.428574
A1291,Software Engineer Course,86.0,3513.0,$211.16,22.0,7.0,,$1917,10-11-2024,Berlin,desktop,data analytics course,52.526881,13.40779
A1292,Software Engineer Course,128.0,5772.0,$235.54,20.0,10.0,0.078,$1215,04-11-2024,Berlin,desktop,data anaytics training,52.502163,13.387385
A1293,Machine Learning Course,105.0,5840.0,$236.56,22.0,8.0,0.047,$1811,24-11-2024,Paris,tablet,data analytics course,48.865895,2.333031
A1294,Machine Learning Course,90.0,,$249.0,21.0,10.0,,$1245,19-11-2024,Paris,mobile,data analytics course,48.828179,2.324987
A1295,Software Engineer Course,89.0,5158.0,$211.76,20.0,5.0,0.056,$1119,2024/11/21,Berlin,desktop,online data analytic,52.545861,13.432701
A1296,Machine Learning Course,119.0,3489.0,$194.36,14.0,3.0,0.055,$1633,2024/11/10,London,mobile,data analytics course,51.501052,-0.135427
A1297,DevOps Course,173.0,3977.0,$229.82,30.0,5.0,0.037,$1584,2024-11-22,London,desktop,learn data analytics,51.529244,-0.13087
A1298,Software Engineer Course,95.0,3397.0,$181.89,,7.0,0.074,$1560,2024/11/27,Paris,tablet,data analytics course,48.870419,2.374348
A1299,Software Engineer Course,112.0,5194.0,$245.97,10.0,5.0,0.045,$1016,21-11-2024,London,tablet,data anaytics training,51.517262,-0.125831
A1300,Data Analytcis Course,134.0,3007.0,$217.53,10.0,5.0,0.037,$1371,30-11-2024,Paris,mobile,data anaytics training,48.88078,2.370826
A1301,Data Analytcis Course,113.0,5721.0,$216.7,11.0,6.0,0.053,$1743,2024-11-17,Berlin,desktop,data anaytics training,52.547772,13.42399
A1302,DevOps Course,157.0,3546.0,$189.11,16.0,5.0,0.032,$1333,28-11-2024,Berlin,mobile,data analitics online,52.514077,13.392155
A1303,DevOps Course,105.0,3670.0,$245.85,24.0,9.0,,$1653,2024/11/24,Berlin,tablet,data analytics course,52.529462,13.38882
A1304,Machine Learning Course,162.0,5915.0,$211.96,11.0,,,$1394,2024-11-20,Paris,tablet,analytics for data,48.858295,2.341892
A1305,Data Analytcis Course,,4450.0,$219.21,16.0,10.0,0.056,$1917,2024-11-10,London,mobile,learn data analytics,51.517824,-0.117674
A1306,DevOps Course,136.0,5782.0,$189.65,23.0,6.0,0.044,$1951,2024-11-11,Paris,tablet,data anaytics training,48.841934,2.376897
A1307,DevOps Course,192.0,4339.0,$245.57,24.0,8.0,0.047,$1284,2024-11-18,London,mobile,learn data analytics,51.480559,-0.134593
A1308,Machine Learning Course,147.0,5870.0,,14.0,8.0,0.054,$1748,2024-11-02,Paris,mobile,data anaytics training,48.862979,2.378952
A1309,DevOps Course,164.0,5662.0,$186.41,11.0,9.0,0.055,$1020,17-11-2024,London,tablet,data analytics course,51.508006,-0.149128
A1310,DevOps Course,192.0,5130.0,$184.63,19.0,4.0,,$1087,2024-11-07,Berlin,desktop,data analytics course,52.506907,13.433088
A1311,Data Analytcis Course,139.0,4608.0,$224.99,12.0,8.0,,$1095,2024/11/12,Berlin,desktop,data anaytics training,52.534889,13.419524
A1312,Software Engineer Course,199.0,5290.0,$218.55,20.0,7.0,0.035,$1234,2024-11-30,London,tablet,learn data analytics,51.510428,-0.131447
A1313,Data Analytcis Course,82.0,4961.0,$220.29,27.0,7.0,0.059,$1149,02-11-2024,Paris,tablet,data analytics course,48.881302,2.349881
A1314,Software Engineer Course,175.0,4347.0,$242.06,17.0,3.0,0.017,$1617,2024/11/22,Paris,desktop,data anaytics training,48.866449,2.381131
A1315,Machine Learning Course,181.0,5664.0,$204.74,22.0,5.0,0.028,$1719,22-11-2024,Berlin,desktop,data analytics course,52.517583,13.41615
A1316,DevOps Course,146.0,3757.0,$192.59,25.0,9.0,,$1169,2024-11-09,Paris,desktop,online data analytic,48.883874,2.334728
A1317,Data Analytcis Course,192.0,4225.0,$242.0,24.0,6.0,0.031,$1032,2024-11-01,London,mobile,data analitics online,51.524191,-0.130647
A1318,Machine Learning Course,149.0,3410.0,$181.12,20.0,4.0,0.033,$1806,2024-11-17,London,desktop,learn data analytics,51.526636,-0.127206
A1319,Data Analytcis Course,93.0,3934.0,$226.84,20.0,6.0,0.065,$1964,2024/11/18,Paris,mobile,data analitics online,48.83795,2.354826
A1320,Data Analytcis Course,182.0,3384.0,$187.67,18.0,8.0,0.044,$1769,2024/11/01,Berlin,desktop,analytics for data,52.516879,13.377556
A1321,Machine Learning Course,99.0,3842.0,$246.3,23.0,8.0,0.081,$1452,10-11-2024,Berlin,tablet,online data analytic,52.509629,13.382687
A1322,Machine Learning Course,188.0,4022.0,$238.61,20.0,8.0,0.043,,2024/11/06,Berlin,mobile,data analitics online,52.524277,13.429815
A1323,Software Engineer Course,193.0,5786.0,$201.51,16.0,10.0,0.052,$1617,2024/11/05,Paris,tablet,data anaytics training,48.866927,2.351423
A1324,Data Analytcis Course,107.0,4423.0,$239.47,25.0,9.0,0.084,$1370,2024/11/23,London,desktop,analytics for data,51.516972,-0.144987
A1325,DevOps Course,131.0,4228.0,$230.18,16.0,9.0,0.069,$1393,2024-11-07,London,desktop,data anaytics training,51.483968,-0.115832
A1326,Software Engineer Course,139.0,5120.0,$199.3,24.0,5.0,0.036,$1835,2024-11-23,Berlin,mobile,data analytics course,52.512661,13.426162
A1327,DevOps Course,141.0,3600.0,$227.54,20.0,6.0,0.043,$1367,2024-11-07,Berlin,desktop,learn data analytics,52.492954,13.414165
A1328,Machine Learning Course,175.0,5016.0,,16.0,3.0,0.017,$1836,2024-11-07,Paris,tablet,learn data analytics,48.854843,2.335122
A1329,Software Engineer Course,96.0,5771.0,$213.98,30.0,3.0,0.031,$1130,30-11-2024,Paris,mobile,analytics for data,48.886439,2.326335
A1330,DevOps Course,,4615.0,$194.89,12.0,6.0,,$1923,2024/11/25,Berlin,tablet,data anaytics training,52.503561,13.405426
A1331,Software Engineer Course,187.0,3115.0,$184.61,12.0,3.0,0.016,$1324,2024-11-30,Berlin,mobile,learn data analytics,52.516362,13.417557
A1332,DevOps Course,153.0,5886.0,$218.33,29.0,3.0,0.02,$1424,2024-11-20,Berlin,mobile,analytics for data,52.50688,13.406819
A1333,DevOps Course,122.0,4929.0,$192.72,10.0,10.0,0.082,,2024/11/12,London,desktop,data anaytics training,51.494394,-0.149469
A1334,Software Engineer Course,151.0,4357.0,$238.69,28.0,9.0,0.06,$1447,2024/11/13,London,tablet,analytics for data,51.527064,-0.115658
A1335,Machine Learning Course,116.0,4519.0,$184.29,23.0,7.0,,$1070,2024-11-12,Paris,desktop,data anaytics training,48.860712,2.338404
A1336,Machine Learning Course,145.0,5612.0,$207.34,22.0,4.0,0.028,$1689,12-11-2024,London,desktop,learn data analytics,51.525676,-0.119825
A1337,Software Engineer Course,90.0,3251.0,$198.69,12.0,7.0,0.078,$1044,30-11-2024,London,mobile,learn data analytics,51.534963,-0.145828
